accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroRotationX,gyroRotationY,gyroRotationZ
529773.0534685,-0.0328826904296875,-0.9399871826171875,0.171356201171875,-0.01352832570538451,0.07365025257835935,0.0343558433264582
529773.1128445,0.020965576171875,-0.9612274169921875,0.15606689453125,-0.0004538026497495022,0.1280051041107676,-0.06323462955505944
529773.1722115,-0.013641357421875,-0.9589691162109375,0.17236328125,0.00880973688598212,0.05561639094077878,-0.07628837995419184
529773.2315775,-0.0011444091796875,-0.96942138671875,0.1741485595703125,0.001616006149460082,0.1084106300744006,-0.1163124953447747
529773.2909475,0.0589599609375,-0.97760009765625,0.1727142333984375,0.01667618211385817,0.1389126129874051,-0.1464871757598085
529773.3503165001,0.0480804443359375,-0.972900390625,0.183685302734375,-0.005279450544973082,0.003827228802552873,-0.0501419970040119
529773.4096855001,0.0298309326171875,-0.9740753173828125,0.1786346435546875,-0.02233859522358465,0.006580937369694805,0.01590546329438924
529773.4690515001,0.020721435546875,-0.9697418212890625,0.1643218994140625,-0.03853966939897269,-0.03519340748928813,0.09310357907695214
529773.5284155001,0.00103759765625,-0.9640960693359375,0.15203857421875,-0.0267732910707846,-0.02127839079362411,0.1089440612407435
529773.5877935,-0.0138702392578125,-0.962188720703125,0.151153564453125,0.02785187131226669,0.03593376627233015,-0.01210832821215426
529773.6471725,0.0180816650390625,-0.97576904296875,0.1808929443359375,0.04919018323041758,0.04083664583916603,-0.051590756637015
529773.7065475,0.1557464599609375,-1.047225952148438,0.21319580078125,-0.04625964076689439,0.1422887023012986,0.09647141259146635
529773.7659265001,0.418731689453125,-1.237258911132812,0.3472442626953125,-0.5136018014983594,0.3154572900742839,1.392609011947657
529773.8253055001,0.2703857421875,-1.578353881835938,0.09991455078125,-0.631757736949687,0.6313673175338813,2.000895244946039
529773.8846815,-0.0217132568359375,-0.966278076171875,0.3476104736328125,-0.5781142157444389,0.477659513110541,1.9375961668926
529773.9440615,0.0936126708984375,-0.44647216796875,0.09716796875,0.1004373920868124,0.3176205758277553,0.02851979211365856
529774.0034255,0.2895050048828125,-0.411895751953125,0.099029541015625,0.6933278908234469,0.416725322105092,-2.771350411467053
529774.0627965,0.14862060546875,-0.7463226318359375,0.091339111328125,0.9267289266546453,-0.5576001521836675,-3.426679787225031
529774.1221805001,-0.2395782470703125,-1.247756958007812,0.2106170654296875,1.198484275872947,-1.955983163690725,-3.72023630575894
529774.1815355,-0.1940155029296875,-1.2557373046875,0.34912109375,0.741022442785676,-1.144745679816783,-3.567383109729406
529774.2409275001,-0.4683380126953125,-1.170181274414062,0.18780517578125,0.9858132859669253,-0.1577456892681185,-1.055172120764731
529774.3002945001,1.365875244140625,-0.860626220703125,0.646453857421875,-0.05253564619177511,0.1727254377675962,2.117079375926272
529774.3596555,0.068023681640625,-1.133041381835938,-0.0883941650390625,0.1812696574928974,-0.6206939005170617,2.224004761060736
529774.4190315,-0.41326904296875,-0.7624359130859375,0.4418792724609375,0.3146540806895161,-1.065790144030877,1.91347112320979
529774.4784065001,0.3563385009765625,-0.940277099609375,0.314422607421875,0.1681205659267402,1.217208961497294,0.5025454219167864
529774.5377725001,0.23297119140625,-0.8820648193359375,0.3500213623046875,-0.06789675935935216,0.3899094204568662,0.8260028479056685
529774.5971495,0.03106689453125,-0.9486541748046875,0.282073974609375,-0.1105600673902035,0.1692553388672229,1.092760509022327
529774.6565165001,-0.0162506103515625,-0.941802978515625,0.3055267333984375,-0.2088307116141274,0.3134705719010848,0.9056569308455024
529774.7158875001,0.0043792724609375,-0.9736328125,0.3224334716796875,-0.1873890690456815,0.1323130334900798,1.094198083378752
529774.7752625,0.0209197998046875,-0.976898193359375,0.3249664306640625,-0.2601466300266462,0.3000844589979105,1.179716979671159
529774.8346325001,-0.0682220458984375,-1.310577392578125,0.2870635986328125,-0.4514457521847821,0.4561068167246388,1.824907701159205
529774.8940095,0.4125823974609375,-1.777450561523438,0.2664642333984375,-1.038167304572357,1.481236882496622,2.579706143631643
529774.9533845,0.61688232421875,-1.441665649414062,0.3022613525390625,-1.315315022365851,1.962726287570806,3.236188668141626
529775.0127595001,-0.806915283203125,-0.7764434814453125,0.2762908935546875,-0.6250082214829902,-0.06039996089077911,3.448561384005559
529775.0721295,0.1092376708984375,-0.1916351318359375,-0.005706787109375,-0.1891169279609249,1.215047007324368,-0.4750280436374337
529775.1315035,-0.151123046875,-0.1288604736328125,-0.0038299560546875,0.2657030493249876,-0.1164829376545398,-2.051514480417393
529775.1908795,-0.174285888671875,-0.48638916015625,0.0785064697265625,1.197114878440428,-1.134550300215633,-4.188702320470418
529775.2502545001,-0.22149658203125,-0.904571533203125,0.1736297607421875,1.548635630732129,-1.022913250480601,-5.516815429770754
529775.3096285,-0.8416748046875,-1.814437866210938,0.20184326171875,1.909564265890644,0.3626114866513359,-5.747244377825425
529775.3689795,-1.019912719726562,-1.608535766601562,-0.2879180908203125,1.7582599643511,-0.5986389319495705,-3.70297263030861
529775.4283876667,1.62335205078125,-0.5555419921875,1.723602294921875,-0.2476713182162791,-0.6231061918324555,1.922181257871004
529775.4877746667,-0.0478973388671875,-0.9774322509765625,0.1108551025390625,-0.02587793631229996,-0.7175006050897691,2.503175948650472
529775.5471536667,-0.6296844482421875,-0.8115692138671875,0.4925689697265625,0.1897347813338233,-2.022181625222934,2.456914177354706
529775.6065246667,0.4315948486328125,-0.9254302978515625,0.3524017333984375,0.03025883630548031,1.306515139175902,0.219032216485785
529775.6658986667,0.1968536376953125,-0.8635101318359375,0.354522705078125,-0.2071486590696334,0.4482347788584735,0.8871165359685887
529775.7252756667,0.0247955322265625,-0.9128570556640625,0.2937774658203125,-0.2111966639265538,0.2774976571607305,1.043553814193151
529775.7846466667,-0.098876953125,-0.9521331787109375,0.3330841064453125,-0.2701409409654956,0.1926959501498824,1.045527749193118
529775.8440196667,0.053375244140625,-0.9544525146484375,0.31402587890625,-0.3584300574238025,0.4342073767648081,0.9319684297832672
529775.9033956667,0.0886993408203125,-1.048797607421875,0.341033935546875,-0.5915844845380597,0.5296617281359732,1.683331927081721
529775.9627616667,-0.0566558837890625,-1.668014526367188,0.256011962890625,-0.7796137775097962,0.4508111208970162,2.200009679639122
529776.0221346667,0.716400146484375,-2.352615356445312,0.541748046875,-1.296703254771723,1.840537527280771,3.241809003306129
529776.0814996667,-0.324310302734375,-1.128753662109375,0.5988922119140625,-0.9793865456243461,0.7745804030495465,4.165061972106002
529776.1408706667,-0.23284912109375,-0.0610809326171875,0.2764434814453125,-0.2853310791910896,0.3203548433189397,2.638698890202424
529776.2002266668,0.047271728515625,0.1481475830078125,-0.10064697265625,-0.01277784691020019,0.3762948083321631,-2.777629612685242
529776.2596066667,-0.0225677490234375,-0.19268798828125,0.1343536376953125,1.570490595901755,-1.51791207281643,-4.768411769707814
