time,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroRotationX,gyroRotationY,gyroRotationZ
0.0,-0.1180572509765625,-0.9913482666015625,-0.051666259765625,0.03615241179782566,-0.009576460963815933,0.01078154135707679
0.059367000008933246,-0.073822021484375,-0.9793548583984375,-0.0751190185546875,0.02032844123279284,0.02343182285106218,0.01360768790586887
0.11873700004070997,-0.06304931640625,-0.986846923828125,-0.0717010498046875,0.04904743779598933,0.01009417947972734,-0.04379035780417291
0.17810699995607138,-0.0764923095703125,-0.9645843505859375,-0.0697479248046875,0.06723469751235846,0.02571388558915108,-0.07379938959940378
0.23747299995739013,-0.0030517578125,-0.9898681640625,-0.1072540283203125,0.1300469497185313,0.01876916041455145,-0.1173953366440009
0.29683400003705174,-0.0662384033203125,-0.9617919921875,-0.06298828125,0.3023044700826006,-0.02702815558710518,-0.07097590621170177
0.35618899995461106,-0.0557708740234375,-0.963226318359375,-0.0482940673828125,0.3875938018890422,-0.007444334195098494,-0.1105904274266304
0.4155460000038147,0.036865234375,-1.000946044921875,0.0207366943359375,0.445998522491134,-0.04272376178759618,-0.1155034270056086
0.47490200004540384,0.0249481201171875,-0.949493408203125,0.003143310546875,0.5340154638860348,-0.1066822385269392,0.01208542502677958
0.5342899999814108,-0.08001708984375,-0.930389404296875,0.0782012939453125,0.5494378297586837,-0.218629280212856,0.09433609002944082
0.5936389999696985,-0.0672760009765625,-0.94549560546875,0.082672119140625,0.5286955332924925,-0.1055852824739355,0.01420263809339258
0.6530209999764338,0.00653076171875,-0.9932098388671875,0.1602325439453125,0.4506345533167439,-0.1785692121475571,0.02456446526267288
0.7123859999701381,-0.060546875,-0.950408935546875,0.16448974609375,0.4459585750747828,-0.2641022231937409,0.08306452703178946
0.7717549999943003,-0.022979736328125,-0.9928741455078125,0.204193115234375,0.4214894509791348,-0.2620811502424798,0.06277869637643788
0.8310970000457019,-0.0748291015625,-0.965728759765625,0.27947998046875,0.3258537383377353,0.03260721175471218,0.1959181087527692
0.8904859999893233,-0.1114044189453125,-0.95220947265625,0.2118682861328125,0.104121609138828,0.2084578690615163,0.1821495659170596
0.9498509999830276,-0.0793609619140625,-0.921051025390625,0.297882080078125,0.08285520257010923,0.1965655232137675,0.02984711160095405
1.0092019999865443,-0.0269317626953125,-0.931640625,0.22857666015625,-0.0365636038701339,0.1494443498342325,-0.05389492361215156
1.068570000003092,-0.0616912841796875,-0.98272705078125,0.1795196533203125,-0.08161523476656833,-0.1526401431423276,0.01230486950060211
1.1279360000044107,0.02093505859375,-0.9882659912109375,0.2258453369140625,-0.01203695549494014,-0.04700532587211657,0.2094293902271772
1.1873060000361875,-0.0376129150390625,-1.013092041015625,0.2818603515625,-0.01538508161738776,-0.05003307371542766,0.4695408665274344
1.2466739999363199,-0.1172027587890625,-1.022216796875,0.275634765625,-0.0906076645033299,0.3090153697134913,0.8013030940596195
1.3060429999604821,0.02752685546875,-1.453033447265625,0.2706298828125,-0.315325729916434,0.5878299600332659,1.261788680248566
1.3654119999846444,0.390472412109375,-1.713272094726562,0.0286865234375,-0.5386424399639385,0.5552885283574788,2.445192540132831
1.4247749999631196,0.8562774658203125,-1.494049072265625,0.505706787109375,-0.4958789970761001,1.132668510589383,2.999506085215232
1.4841389999492094,-0.3461761474609375,-0.176849365234375,0.4882354736328125,-0.03372147835480133,-0.7481812861119179,4.945488013748273
1.5435029999352992,0.8849029541015625,-0.130218505859375,0.32440185546875,-0.1317812002203909,0.007561513283061981,-0.3955939378036403
1.6028680000454187,0.1927337646484375,-0.6837005615234375,0.217620849609375,0.03795111079806517,0.3288868125032265,-2.471169546037682
1.6622340000467375,0.1105804443359375,-1.204788208007812,0.2159423828125,0.5705732088017705,-1.488491599622107,-4.299141480347132
1.7215759999817237,-0.0804443359375,-1.694580078125,0.386077880859375,0.4360414958075458,-1.146253827942095,-4.695231298745745
1.7809669999405742,-0.44342041015625,-1.46209716796875,0.171875,0.6284490256113725,-0.4476840371450451,-4.202941177554636
1.8403199999593198,-0.2666168212890625,-1.332489013671875,-0.00958251953125,0.3085112333191393,-0.03132623127038407,-3.719501805930296
1.8996670000487939,-0.9253692626953125,-1.15350341796875,0.1280517578125,0.15709028532385,-0.6205948309245108,-0.3245748883822792
