accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroRotationX,gyroRotationY,gyroRotationZ
530157.347101875,-0.0570831298828125,-0.952667236328125,0.1817779541015625,-0.06428444765676869,-0.0661571825353124,0.1882982722418345
530157.406465875,0.0404052734375,-0.919097900390625,0.2062835693359375,-0.0493995076920978,0.1344701939730439,-0.06972422049936454
530157.465832875,-0.0001983642578125,-0.9987640380859375,0.1965484619140625,-0.03617211918989224,0.005336442192300777,-0.009668872653641683
530157.525197875,0.036163330078125,-0.945404052734375,0.188812255859375,-0.03391961753990323,0.0261013755277576,-0.06425781604586789
530157.5845588751,0.0061492919921875,-0.9660797119140625,0.1935577392578125,0.01044278726641871,-0.04230165075481862,0.02605317231202717
530157.643917875,-0.0012359619140625,-0.9589691162109375,0.1983795166015625,0.01146650638944517,-0.05534181903239161,-0.006845389265939674
530157.7032768751,-0.01092529296875,-0.947418212890625,0.1849365234375,0.0104624946584853,-0.04493897918232409,-0.03254223062411424
530157.762637875,0.05609130859375,-0.954559326171875,0.23028564453125,0.02422784170088686,-0.05167118410193539,0.05281048441627129
530157.821997875,0.0328826904296875,-0.9637908935546875,0.1660308837890625,-0.005699697364987585,-0.07249284276861091,0.09139862334708343
530157.881360875,-0.03424072265625,-0.963836669921875,0.2198638916015625,0.003870638328321165,-0.07918456763965301,0.05843401537408261
530157.940700875,-0.0197601318359375,-0.937408447265625,0.1585235595703125,-0.0169190624052734,0.01405696318176524,-0.09929170018586027
530158.000092875,0.0728607177734375,-1.008438110351562,0.2133941650390625,0.03361175611789007,0.1199817986946859,-0.1185570075114935
530158.0594408751,-0.0504913330078125,-0.930938720703125,0.166412353515625,0.1085035743964444,0.1948296748152538,-0.1598519833742622
530158.118802875,0.14166259765625,-0.9539794921875,0.180145263671875,0.09325165083356056,0.1229805180821151,-0.1196281309019234
530158.178191875,0.073699951171875,-0.95733642578125,0.2601318359375,0.2556698562342231,-0.1850755810067296,0.1854960941428531
530158.237541875,0.024658203125,-0.964141845703125,0.2187347412109375,0.260372998719303,-0.0805321271512331,0.2355081288856692
530158.296925875,-0.0144805908203125,-0.9702606201171875,0.3041229248046875,0.2603373123606959,-0.3111549533332609,0.3489060607334611
530158.356290875,-0.042205810546875,-0.9540557861328125,0.2726593017578125,0.0650748738683042,0.0606383138083412,0.2743636491899253
530158.4156358751,-0.0150146484375,-0.9509735107421875,0.27069091796875,0.01813665965565763,0.2706770352929286,0.2208612755224514
530158.475011875,-0.05902099609375,-0.9440155029296875,0.2595672607421875,-0.0258289341482425,0.1948789432954203,0.1641183674405691
530158.534362875,-0.0082244873046875,-0.9537506103515625,0.26751708984375,-0.04921468431244631,0.2080328285515397,0.2023347290832062
530158.5937308751,0.010498046875,-0.9417724609375,0.2451171875,-0.1005694848768803,0.1701102135771384,0.3434279383711681
