time,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroRotationX,gyroRotationY,gyroRotationZ
0.0,0.1092529296875,-0.976654052734375,0.182464599609375,0.009775399097244852,0.2759857806098925,-0.02542413366255046
0.0593860000371933,0.1472015380859375,-0.95660400390625,0.1883697509765625,0.02442225246046265,0.2139993746577532,-0.0620399354900499
0.11875000002328306,0.1471099853515625,-0.960357666015625,0.181640625,0.02984231791099191,0.005119660879568328,-0.01176744359262412
0.17812600010074675,0.1285247802734375,-0.9602508544921875,0.1912841796875,0.02126321077541065,-0.00524509576691106,0.01499040114383802
0.2375170000595972,0.1464691162109375,-0.9605255126953125,0.182647705078125,0.007426491015794964,-0.007579889094583528,-0.01376960810014569
0.2968889999901876,0.1302337646484375,-0.957305908203125,0.18560791015625,0.004150270242779485,-0.02218200135148799,0.01623516263734105
0.35626800009049475,0.128662109375,-0.9603118896484375,0.184600830078125,-0.003091930025581995,0.02114443379079312,-0.01302552089157755
0.4156480000820011,0.1382293701171875,-0.9619903564453125,0.1833953857421875,0.003352387180191745,0.02587766999619095,-0.07702873873723387
0.47502200002782047,0.1625823974609375,-0.961578369140625,0.1919708251953125,-0.008458732254309676,0.004722050928819497,-0.0704054571062068
0.5343970000976697,0.1396331787109375,-0.9550323486328125,0.1856231689453125,-0.05445099164776011,-0.02931208253795714,0.03120905218242058
0.59376900002826,0.1229095458984375,-0.9570465087890625,0.1549530029296875,-0.06074670446470742,-0.01142895581807505,0.008624913506330621
0.6531449999893084,0.133087158203125,-0.9578857421875,0.1781158447265625,-0.03293318267213788,0.01256745718408393,-0.03213103855180601
0.7125240000896156,0.164642333984375,-0.95721435546875,0.188323974609375,-0.04868311735886649,0.05459613392716942,-0.0912265831406643
0.771894000004977,0.16448974609375,-0.9720916748046875,0.1721343994140625,-0.08404457031293862,0.01852654643924523,0.02427205017498218
0.8312579999910668,0.10784912109375,-0.9647369384765625,0.1546173095703125,-0.1269507586352052,-0.0445730608485472,0.08357265816777658
0.890627000015229,0.130950927734375,-0.963592529296875,0.14031982421875,-0.1118740710720486,-0.01665247998015647,0.001197357226099626
0.9500049999915063,0.1329193115234375,-0.954681396484375,0.142486572265625,-0.09051498649739513,-0.006381999236265886,-0.03194887833324459
1.0093880000058562,0.128021240234375,-0.9660797119140625,0.1465301513671875,-0.07013487993945475,0.02646170122324533,-0.03549940469853823
1.0687550000147894,0.177764892578125,-0.9732818603515625,0.145751953125,-0.08067354100511631,0.05439400000043241,-0.003835484601932119
1.1281390000367537,0.2411346435546875,-1.012161254882812,0.230133056640625,-0.138237235334961,0.06149079167327556,0.1804600565215133
1.1875160000054166,0.38360595703125,-1.119903564453125,0.32086181640625,-0.5970301163350537,-0.06937561271267316,0.8521407087403601
1.2468680000165477,0.38983154296875,-1.382736206054688,0.153594970703125,-0.7858983050501652,0.3722156444904887,1.3502855232719
1.3062609999906272,0.1656951904296875,-1.113754272460938,0.2400665283203125,-0.7379230559090417,0.6503700371760327,1.586000846090377
1.365631000022404,0.1372528076171875,-0.542327880859375,0.0483856201171875,-0.1312554922212093,0.0307459284688558,0.797958696362698
